image_filepath,part_id,label,dE_max,dE_mean,op_agreement_gap,n_dropped_points,truck_number,date,well_number,well_size
training_set\images\image_00362.jpg,362,FAIL,6.994428680954795,5.164726006244405,2.052890986571457,0,111.0,11/20/2024,115,7024
training_set\images\image_00367.jpg,367,FAIL,6.579200882494501,4.541375824458247,1.3805816694365456,0,111.0,11/20/2024,116,7024
training_set\images\image_00368.jpg,368,FAIL,6.780995619264848,3.791681517376604,2.67142509851192,0,111.0,11/20/2024,117,7024
training_set\images\image_00369.jpg,369,FAIL,5.594222471928633,4.442696604591329,0.882102303691231,0,111.0,11/20/2024,118,7024
training_set\images\image_00370.jpg,370,FAIL,6.786922436229202,5.995358614796465,0.4425326854926306,0,111.0,11/20/2024,119,7024
training_set\images\image_00371.jpg,371,FAIL,6.151745627126159,4.578859853436808,1.4919005445902096,0,111.0,11/20/2024,120,7024
training_set\images\image_00372.jpg,372,FAIL,5.214746749794338,4.1498596317816085,0.1236369709980307,0,111.0,11/20/2024,121,7024
training_set\images\image_00373.jpg,373,FAIL,6.120876268266495,4.705570623726891,0.1521808566514471,0,111.0,11/20/2024,122,7024
training_set\images\image_00374.jpg,374,FAIL,4.661549123737519,4.298862209889586,0.2150921729505901,1,111.0,11/20/2024,123,7024
training_set\images\image_00375.jpg,375,FAIL,4.811630307328175,3.752416733636183,1.2676050441541098,0,111.0,11/20/2024,124,7024
training_set\images\image_00377.jpg,377,FAIL,5.582434326172126,3.722248092310069,2.320588059043104,0,111.0,11/20/2024,125,7024
training_set\images\image_00378.jpg,378,FAIL,7.141395243090261,3.827417090820001,4.765957329491345,0,111.0,11/20/2024,126,7024
training_set\images\image_00379.jpg,379,FAIL,4.525774491850761,3.4452860109434176,1.1364152270625785,1,111.0,11/20/2024,127,7024
training_set\images\image_00380.jpg,380,FAIL,5.779677267183451,4.268843419041652,2.4682901970871645,0,111.0,11/20/2024,128,7024
training_set\images\image_00381.jpg,381,FAIL,6.458982998089641,3.948602365048788,1.5318356820542975,0,111.0,11/20/2024,129,7024
training_set\images\image_00382.jpg,382,FAIL,6.105340258784722,4.953237628112483,0.488161750909426,0,111.0,11/20/2024,130,7024
training_set\images\image_00383.jpg,383,FAIL,4.832774735941958,3.141187989855253,2.3820831249174947,0,111.0,11/20/2024,131,7024
training_set\images\image_00384.jpg,384,FAIL,7.272088701600893,5.582347625967231,0.0793743005563802,0,111.0,11/20/2024,132,7024
training_set\images\image_00385.jpg,385,FAIL,7.102465413547232,5.163085558580613,1.125848232114186,0,111.0,11/20/2024,133,7024
training_set\images\image_00386.jpg,386,FAIL,5.610214181212816,4.1869469553577785,1.2837096466521718,0,111.0,11/20/2024,134,7024
training_set\images\image_00387.jpg,387,FAIL,3.273868169675904,2.1765226394638697,0.5325554340299665,0,,11/21/2024,135,7024
training_set\images\image_00388.jpg,388,FAIL,3.9131309340009626,2.011035727064792,1.364694670733218,0,,11/20/2024,137,6024
training_set\images\image_00389.jpg,389,FAIL,3.6869469526323697,2.4150727935021967,0.7510774097998651,1,,11/20/2024,138,6024
training_set\images\image_00390.jpg,390,FAIL,3.784201644763841,2.386769567083177,1.6019616183519978,0,,11/20/2024,139,6024
training_set\images\image_00391.jpg,391,FAIL,2.5433799555838847,1.3940352836555692,0.95658344920343,0,,11/20/2024,140,6024
training_set\images\image_00392.jpg,392,FAIL,2.456850967924562,1.694214184922675,0.5977292080533141,0,,11/20/2024,141,6024
training_set\images\image_00393.jpg,393,FAIL,2.082601152442849,1.3598478187417984,0.0648905514929358,0,,11/20/2024,142,6024
training_set\images\image_00394.jpg,394,FAIL,2.493795650845126,1.5290508679369823,0.8304192906387347,0,,11/20/2024,143,6024
training_set\images\image_00395.jpg,395,FAIL,3.822597830693587,2.815884848103405,0.3535111642901403,0,,11/20/2024,144,6024
training_set\images\image_00396.jpg,396,FAIL,4.674068789777731,2.7771663321518028,2.8381156691538805,0,,11/20/2024,145,6024
training_set\images\image_00397.jpg,397,FAIL,3.2361365821971866,2.716032055224137,0.1806992500084172,0,,11/20/2024,146,6024
training_set\images\image_00398.jpg,398,FAIL,3.897846628748755,2.12065751203826,1.4580054759300585,0,,11/20/2024,147,6024
training_set\images\image_00399.jpg,399,FAIL,3.975694761147385,2.9946880413422114,0.931520671125328,0,,11/20/2024,149,6024
training_set\images\image_00400.jpg,400,FAIL,5.980380167811748,2.606451168844518,4.332013751657419,0,,11/20/2024,150,6024
training_set\images\image_00401.jpg,401,FAIL,3.337132220014964,2.101209539271836,1.483672616374878,0,,11/20/2024,151,6024
training_set\images\image_00402.jpg,402,FAIL,3.530858968521788,2.1838989660168746,1.5417331146196975,0,,11/20/2024,152,6024
training_set\images\image_00403.jpg,403,FAIL,3.525646709338225,2.2784523427700334,1.1933309358907902,0,,11/21/2024,153,6024
training_set\images\image_00404.jpg,404,FAIL,4.238757379047548,3.586131362708894,0.736439195814659,0,,11/21/2024,154,6024
training_set\images\image_00405.jpg,405,FAIL,3.7749550936587286,3.10465952239303,0.0078584518891302,0,,11/21/2024,155,6024
training_set\images\image_00406.jpg,406,FAIL,2.2761043647481496,1.610457632548452,0.5034777828120434,0,,11/21/2024,156,6024
training_set\images\image_00407.jpg,407,FAIL,2.927859860840309,2.354606378078016,0.4005238891624927,1,,11/21/2024,157,6024
training_set\images\image_00408.jpg,408,FAIL,3.2543067021746226,2.4191268796298733,0.0208529145263041,0,,11/21/2024,158,6024
training_set\images\image_00409.jpg,409,FAIL,2.987286907358941,2.388351988905614,0.1204836498672565,0,,11/21/2024,159,6024
training_set\images\image_00410.jpg,410,FAIL,3.589153647001618,2.677166852801642,0.6324315679035459,0,,11/21/2024,160,6024
training_set\images\image_00411.jpg,411,FAIL,3.597335263470714,3.155141583565031,0.538310920783895,0,,11/21/2024,161,6024
training_set\images\image_00412.jpg,412,FAIL,3.213913839762725,2.6047757019451594,0.2439031459989125,0,,11/21/2024,162,6024
training_set\images\image_00413.jpg,413,FAIL,2.4230574355883774,1.3816394959924825,0.3049120928954458,0,,11/21/2024,163,6024
training_set\images\image_00414.jpg,414,FAIL,4.077082214832323,3.061529093845083,0.203446956391331,0,,11/21/2024,164,6024
training_set\images\image_00415.jpg,415,FAIL,3.239749537542479,2.1611861388902773,0.575529508466635,0,,11/21/2024,165,6024
training_set\images\image_00417.jpg,417,FAIL,3.290343660619476,2.895703231224989,0.0179413974374531,0,,11/25/2024,167,6024
training_set\images\image_00418.jpg,418,FAIL,3.7167823471216073,2.7505190759083256,1.052141111092063,0,,11/25/2024,168,6024
training_set\images\image_00419.jpg,419,FAIL,3.8661014118812425,2.6891185350214566,1.0019635624050571,0,,11/25/2024,169,6024
training_set\images\image_00420.jpg,420,FAIL,3.977974805165711,2.447686578210828,0.254607946078766,0,,11/25/2024,170,6024
training_set\images\image_00421.jpg,421,FAIL,2.229009115690478,1.6762061218276456,0.0866122110760616,0,,11/25/2024,171,6024
training_set\images\image_00422.jpg,422,FAIL,4.054992707577399,3.1606111617013064,0.0160420021319378,0,,11/25/2024,172,6024
training_set\images\image_00423.jpg,423,FAIL,3.569281685634568,2.4251396479562763,1.3129680378602693,0,,11/25/2024,173,6024
training_set\images\image_00424.jpg,424,FAIL,4.111139757443479,2.659612537499365,1.689457382804984,0,,11/25/2024,174,6024
training_set\images\image_00425.jpg,425,FAIL,3.8752885348866783,2.9526112353162666,0.3224618459946038,0,,11/25/2024,175,6024
training_set\images\image_00426.jpg,426,FAIL,3.622882901251542,2.482953543256994,0.3994840157612294,0,104.0,11/25/2024,176,6024
training_set\images\image_00427.jpg,427,FAIL,3.517390236219761,2.6081761621125152,0.9721373770032828,0,104.0,11/25/2024,177,6024
training_set\images\image_00428.jpg,428,FAIL,3.5590308001116187,2.074550303316346,0.9675592838341665,0,104.0,11/25/2024,178,6024
training_set\images\image_00429.jpg,429,FAIL,4.506238821542974,2.93494542764421,1.1643797890807766,0,104.0,11/25/2024,179,6024
training_set\images\image_00430.jpg,430,FAIL,3.356177970557059,2.710030547380084,0.2644603240857472,0,104.0,11/25/2024,180,6024
training_set\images\image_00431.jpg,431,FAIL,3.924839742893357,2.338740219233402,1.5470371282494453,0,104.0,11/25/2024,181,6024
training_set\images\image_00432.jpg,432,FAIL,3.4791367104478126,2.206621391996129,0.4030097230592391,0,104.0,11/25/2024,182,6024
training_set\images\image_00433.jpg,433,FAIL,3.833368334812727,2.7045714146764723,0.4380897467295646,0,104.0,11/25/2024,183,6024
training_set\images\image_00434.jpg,434,FAIL,4.435587840317719,3.1986505702637653,0.7483720742860149,0,104.0,11/25/2024,184,6024
training_set\images\image_00435.jpg,435,FAIL,3.274383974183607,2.198872116942053,0.0319212141484093,0,104.0,11/25/2024,185,6024
training_set\images\image_00436.jpg,436,FAIL,7.766115510113503,3.590565863107918,4.465675836755611,0,104.0,11/25/2024,186,6024
training_set\images\image_00437.jpg,437,FAIL,4.375242534359335,3.375636037724714,0.5974304311891743,0,104.0,11/25/2024,187,6024
training_set\images\image_00438.jpg,438,FAIL,2.870823556581892,1.3696112483413854,1.2371903544705745,0,104.0,11/25/2024,188,6024
training_set\images\image_00439.jpg,439,FAIL,3.434510902005774,2.624193329302071,0.4774801861046418,0,104.0,11/25/2024,189,6024
training_set\images\image_00440.jpg,440,FAIL,3.9413334752334617,2.9598372434708407,0.7821479472691268,0,104.0,11/25/2024,190,6024
training_set\images\image_00441.jpg,441,FAIL,3.251464187808773,2.272203192578218,0.8276152518505633,0,104.0,11/25/2024,191,6024
training_set\images\image_00442.jpg,442,FAIL,3.681523854704477,2.6217544365052103,0.5643682417316573,0,104.0,11/25/2024,192,6024
training_set\images\image_00443.jpg,443,FAIL,3.8273732683382793,2.7636517405339824,0.2515776749418292,0,104.0,11/25/2024,193,6024
training_set\images\image_00444.jpg,444,FAIL,3.322087486451061,2.082991895508886,1.0359285382297905,0,104.0,11/25/2024,194,6024
training_set\images\image_00445.jpg,445,FAIL,3.627155782606389,2.8440076003966333,0.1783854646234703,0,104.0,11/25/2024,195,6024
training_set\images\image_00446.jpg,446,FAIL,3.366157194551004,2.6734816194484523,0.2543174348825769,0,104.0,11/25/2024,196,6024
training_set\images\image_00447.jpg,447,FAIL,2.503362450278063,2.0736317721501405,0.1057786048679809,0,104.0,11/26/2024,197,6024
training_set\images\image_00448.jpg,448,FAIL,3.811813122600457,3.224608698171874,0.2115711747006954,0,104.0,11/26/2024,198,6024
training_set\images\image_00449.jpg,449,FAIL,3.2817494780547465,2.1504409260869086,0.7866429942053283,0,104.0,11/26/2024,199,6024
training_set\images\image_00450.jpg,450,FAIL,3.514643208622484,2.4009540426989067,1.2268952146975804,0,104.0,11/26/2024,200,6024
training_set\images\image_00451.jpg,451,FAIL,3.815678310547332,2.5106414038742737,0.0093854180467261,0,104.0,11/26/2024,201,6024
training_set\images\image_00452.jpg,452,FAIL,3.5664115941639687,2.792947362285618,0.5133692487583676,0,104.0,11/26/2024,202,6024
training_set\images\image_00453.jpg,453,FAIL,3.703040434925216,2.72356574834725,0.5720561054128694,0,104.0,11/26/2024,203,6024
training_set\images\image_00454.jpg,454,FAIL,3.9924456175048153,2.7964663684839093,0.9458079755955566,0,104.0,11/26/2024,204,6024
training_set\images\image_00455.jpg,455,FAIL,3.318520960895337,3.0501972682479663,0.1029499423912922,0,104.0,11/26/2024,205,6024
training_set\images\image_00456.jpg,456,FAIL,3.660308623473982,2.418717132464783,0.2601143968345418,0,104.0,11/26/2024,206,6024
training_set\images\image_00457.jpg,457,FAIL,3.6036449990259327,2.7779070200836014,0.0263262584154904,0,104.0,11/26/2024,207,6024
training_set\images\image_00463.jpg,463,PASS,1.906942823946146,1.1576156126648314,0.7118496005516219,0,114.0,12/5/2024,1,6024
training_set\images\image_00464.jpg,464,PASS,2.7751518544313547,2.006617159991351,0.2400018001177088,0,114.0,12/5/2024,2,6024
training_set\images\image_00465.jpg,465,PASS,1.3892259957552455,0.8913658355459845,0.2617390781372171,0,114.0,12/5/2024,3,6024
training_set\images\image_00466.jpg,466,PASS,2.5449426303750537,1.7326854346767702,1.1630677986289009,0,114.0,12/5/2024,4,6024
training_set\images\image_00468.jpg,468,PASS,2.4124739643956814,1.7326421370731022,0.2841702932563477,0,114.0,12/5/2024,5,6024
training_set\images\image_00469.jpg,469,PASS,2.6599143336642603,2.0803665279913712,0.1720660565288025,0,114.0,12/5/2024,6,6024
training_set\images\image_00470.jpg,470,PASS,1.212918236857596,0.8350780122065488,0.3260110922953685,0,114.0,12/5/2024,7,6024
training_set\images\image_00471.jpg,471,PASS,1.2456301049271965,0.8412027746757783,0.3220069487235799,0,114.0,12/5/2024,8,6024
training_set\images\image_00472.jpg,472,PASS,1.4241779077414465,1.037898250553342,0.5348013684872985,0,114.0,12/5/2024,9,6024
training_set\images\image_00473.jpg,473,PASS,2.075863709912293,1.6781651244585358,0.4296374764789852,0,114.0,12/5/2024,10,6024
training_set\images\image_00474.jpg,474,PASS,2.847479944912332,1.3883087857837817,1.3574537732179233,0,114.0,12/5/2024,11,6024
training_set\images\image_00475.jpg,475,PASS,1.5441269055627482,0.76792689012911,0.7722336376535546,0,114.0,12/5/2024,12,6024
training_set\images\image_00476.jpg,476,PASS,2.2040182347605115,1.68379723889356,0.1818401869826424,0,114.0,12/5/2024,13,6024
training_set\images\image_00477.jpg,477,PASS,2.240226623341494,1.5498154805687854,0.4428301342116847,0,114.0,12/5/2024,14,6024
training_set\images\image_00478.jpg,478,PASS,1.7943263222243528,0.7702675021106297,1.4697721832000794,0,114.0,12/5/2024,15,6038
training_set\images\image_00479.jpg,479,PASS,1.558635742498376,0.8750898534038557,0.776229799548879,0,114.0,12/5/2024,16,6038
training_set\images\image_00480.jpg,480,PASS,1.806716748521396,1.50133126827466,0.3377471337370634,0,114.0,12/5/2024,17,6038
training_set\images\image_00481.jpg,481,PASS,2.9566540347539587,2.113703675075919,1.1044612997190515,0,114.0,12/5/2024,18,6038
training_set\images\image_00482.jpg,482,PASS,2.521812880691865,1.8906399743838216,0.2564682942244207,0,114.0,12/5/2024,19,6038
training_set\images\image_00483.jpg,483,PASS,1.8515370306911056,1.419249029688428,0.1335784677565477,0,114.0,12/5/2024,20,6038
training_set\images\image_00484.jpg,484,PASS,1.7068256328743443,1.200947235805958,0.2485007925686335,0,114.0,12/5/2024,21,6038
training_set\images\image_00485.jpg,485,PASS,2.4954472857315197,1.897202730719337,0.3499137821672531,0,114.0,12/5/2024,22,6038
training_set\images\image_00486.jpg,486,PASS,1.8211718693754957,1.2859123600117677,0.3322171521694621,0,114.0,12/5/2024,23,6038
training_set\images\image_00487.jpg,487,PASS,2.5558685529827065,1.7111448045427868,0.7253404247635171,0,114.0,12/5/2024,24,6038
training_set\images\image_00488.jpg,488,PASS,1.6244244680423368,1.0740475088624066,0.653531584736115,0,114.0,12/5/2024,25,6038
training_set\images\image_00489.jpg,489,PASS,2.216042901314986,1.5781865703896507,0.350215222191768,0,114.0,12/5/2024,26,6038
training_set\images\image_00491.jpg,491,PASS,5.111722841998753,1.7338505679543348,3.760301507365527,0,114.0,12/6/2024,27,6038
training_set\images\image_00492.jpg,492,PASS,1.4400419432511733,0.8756257153726038,0.3255177389465433,0,114.0,12/6/2024,27,6038
training_set\images\image_00493.jpg,493,PASS,2.273971589055677,1.5517426193910218,0.0457965510042002,0,114.0,12/6/2024,28,6038
training_set\images\image_00494.jpg,494,PASS,1.5246369348168165,1.1417329253387627,0.5187182862036936,0,114.0,12/6/2024,29,6038
training_set\images\image_00495.jpg,495,PASS,2.607172702337376,1.7543717365856109,0.1335209504547583,0,114.0,12/6/2024,30,6038
training_set\images\image_00496.jpg,496,PASS,1.5211045180030154,0.9792538037600788,0.4664202979049401,0,114.0,12/6/2024,31,6038
training_set\images\image_00497.jpg,497,PASS,1.511328791886232,0.9203294788663724,0.768814744986541,0,114.0,12/6/2024,32,6038
training_set\images\image_00498.jpg,498,PASS,1.2485871414393812,1.0366557426271346,0.1415430150809293,0,114.0,12/6/2024,33,6038
training_set\images\image_00499.jpg,499,PASS,2.042627022096004,0.8775110149281439,1.1787214125682317,0,114.0,12/6/2024,34,6038
training_set\images\image_00500.jpg,500,PASS,1.7802794730453184,1.0475787393761626,0.1891319561064239,0,114.0,12/6/2024,35,6038
training_set\images\image_00501.jpg,501,PASS,1.715841208258888,1.0070064519505608,0.5449335430714823,0,114.0,12/6/2024,36,6038
training_set\images\image_00502.jpg,502,PASS,1.1362377101741854,0.7745762142995888,0.1033100058671898,0,114.0,12/6/2024,37,6038
training_set\images\image_00503.jpg,503,PASS,1.6835786438352192,0.8943948539923651,0.6828395520734911,0,114.0,12/6/2024,39,6038
training_set\images\image_00504.jpg,504,PASS,2.219872570934547,1.599126673676677,0.4646741453072174,0,114.0,12/6/2024,40,6038
training_set\images\image_00505.jpg,505,PASS,1.9022167462718749,1.0972906360806742,0.5729913198797649,0,114.0,12/6/2024,41,6038
training_set\images\image_00506.jpg,506,PASS,1.4201219789542034,0.8932003816479633,0.3164396842509951,0,114.0,12/6/2024,42,6038
training_set\images\image_00507.jpg,507,PASS,1.6782812022144806,1.1864714582242346,0.2334231017198762,0,114.0,12/6/2024,43,6038
training_set\images\image_00508.jpg,508,PASS,2.019282803903156,0.681634223997231,1.3961211912191644,0,114.0,12/6/2024,44,6038
training_set\images\image_00509.jpg,509,PASS,1.4296214798891784,1.0168397448969433,0.0341130398485025,0,114.0,12/6/2024,45,6038
training_set\images\image_00510.jpg,510,PASS,2.004616433335752,1.2266953572580617,0.5507304539170972,0,114.0,12/6/2024,46,6038
training_set\images\image_00511.jpg,511,PASS,2.0714063479838045,1.4268947762149071,0.2823703389355625,0,114.0,12/6/2024,47,6038
training_set\images\image_00522.jpg,522,PASS,2.143374574900706,1.5629365980858658,0.4991560018295049,0,115.0,1/16/2025,1,6024
training_set\images\image_00523.jpg,523,PASS,3.4351783703823573,1.8557425309474247,1.1653774684657234,0,115.0,1/16/2025,2,6024
training_set\images\image_00524.jpg,524,PASS,3.260567761295088,1.9776694829886483,0.8329263013148593,0,115.0,1/16/2025,3,6024
training_set\images\image_00525.jpg,525,PASS,2.035165741968588,1.2575889854532027,0.9892407643366994,0,115.0,1/16/2025,4,6024
training_set\images\image_00526.jpg,526,PASS,2.487559140801542,1.5295385905624703,0.3758523255074251,0,115.0,1/16/2025,5,6024
training_set\images\image_00527.jpg,527,PASS,1.912146174256188,1.425170065348348,0.1333465747216946,0,115.0,1/16/2025,6,6024
training_set\images\image_00528.jpg,528,PASS,1.9679795023805036,1.227414083691298,0.0885141550415,0,115.0,1/16/2025,7,6024
training_set\images\image_00529.jpg,529,PASS,2.469685320742377,1.357506421178609,0.0374346987589024,0,115.0,1/16/2025,8,6024
training_set\images\image_00530.jpg,530,PASS,2.3868531294601385,1.7181219474090972,0.0004741570897373,1,115.0,1/16/2025,9,6024
training_set\images\image_00531.jpg,531,PASS,3.273580769313747,1.876044718011275,1.1338730772669958,0,115.0,1/16/2025,10,6024
training_set\images\image_00532.jpg,532,PASS,2.169313759554216,0.7701901719789802,0.7967870459417516,0,115.0,1/16/2025,11,6024
training_set\images\image_00533.jpg,533,PASS,1.974130028303076,1.226895944116915,0.8413142271537462,0,115.0,1/16/2025,12,6024
training_set\images\image_00534.jpg,534,PASS,1.5581449170807538,1.092040546839708,0.1354621222284719,0,115.0,1/16/2025,13,6024
training_set\images\image_00535.jpg,535,PASS,1.97570652479658,1.0626825101323434,0.7461676340592707,0,115.0,1/16/2025,14,6024
training_set\images\image_00536.jpg,536,PASS,1.5138593677362198,0.9053416747755448,0.5562356592348339,0,115.0,1/16/2025,15,6024
training_set\images\image_00537.jpg,537,PASS,1.6844477727383758,1.0068698751295095,0.6945965826796688,0,115.0,1/16/2025,16,6024
training_set\images\image_00538.jpg,538,PASS,2.401698782800288,1.7059918014171336,0.0009683114284215,0,115.0,1/16/2025,17,6024
training_set\images\image_00539.jpg,539,PASS,1.6813477766003797,0.8345683580714511,0.525361965601725,0,115.0,1/16/2025,18,6024
training_set\images\image_00540.jpg,540,PASS,2.3375680424392637,1.5751400344211592,0.5791532189517754,0,115.0,1/16/2025,19,6024
training_set\images\image_00541.jpg,541,PASS,2.192416760018852,0.9822372148489952,1.0570557479924525,0,115.0,1/16/2025,20,6024
training_set\images\image_00542.jpg,542,PASS,1.817198208241182,0.739535108652183,0.6958972582667242,0,115.0,1/16/2025,21,6024
training_set\images\image_00543.jpg,543,PASS,1.2933621189314248,0.806047626261792,0.7145683240380205,0,115.0,1/16/2025,22,6024
training_set\images\image_00544.jpg,544,PASS,2.2205133596850697,1.393435467918479,0.8504707366534376,0,115.0,1/16/2025,23,6024
training_set\images\image_00545.jpg,545,PASS,1.3945596703950955,0.7118561650108676,0.1034447906220914,0,115.0,1/16/2025,24,6024
training_set\images\image_00556.jpg,556,PASS,1.4939483469954826,0.7949198078971117,0.9039114883737712,0,115.0,1/16/2025,25,6024
training_set\images\image_00557.jpg,557,PASS,2.6577276357654074,1.9846626967045395,0.719889317314095,0,115.0,1/17/2025,26,6024
training_set\images\image_00559.jpg,559,PASS,1.86676869322364,1.0941218071586103,0.3089469378019915,0,115.0,1/17/2025,27,6024
training_set\images\image_00561.jpg,561,FAIL,2.55763385581295,1.946073685338349,0.1248857306002522,0,115.0,1/17/2025,28,6038
training_set\images\image_00562.jpg,562,FAIL,3.4233665514112044,2.4512274137588563,0.6538512731035317,0,115.0,1/17/2025,29,6038
training_set\images\image_00564.jpg,564,FAIL,2.8654728624079246,2.2476653970834364,0.1463566092905068,0,115.0,1/17/2025,31,6038
training_set\images\image_00565.jpg,565,FAIL,1.7577084610218312,0.8550512977238371,0.3523218673244244,0,115.0,1/17/2025,32,6038
training_set\images\image_00566.jpg,566,FAIL,2.158063350560138,1.3822990134459818,1.0618539835033276,0,115.0,1/17/2025,33,6038
training_set\images\image_00567.jpg,567,FAIL,2.071986954291809,1.3954743046464098,0.0044761846152687,0,115.0,1/17/2025,34,6038
training_set\images\image_00570.jpg,570,PASS,2.397961395541752,1.913133376554799,0.1024770053022994,0,116.0,2/4/2025,1,7024
training_set\images\image_00571.jpg,571,PASS,1.7661339913215148,1.2748553852469138,0.444824471113644,0,116.0,2/4/2025,2,7024
training_set\images\image_00572.jpg,572,PASS,2.6113107660537964,1.740474585889326,0.2156798894116427,0,116.0,2/4/2025,3,7024
training_set\images\image_00573.jpg,573,PASS,2.0200099703936645,1.4992698546610654,0.1209497724093882,0,116.0,2/4/2025,4,7024
training_set\images\image_00574.jpg,574,PASS,1.8766079830112752,1.1557586406880496,0.2186159752272958,0,116.0,2/4/2025,5,7024
training_set\images\image_00575.jpg,575,PASS,2.3302734174607296,1.474242451478202,0.6859699444024328,0,116.0,2/4/2025,6,7024
training_set\images\image_00576.jpg,576,PASS,4.086361523027236,3.1424280893069323,0.2608889350952599,0,116.0,2/4/2025,7,7024
training_set\images\image_00577.jpg,577,PASS,3.563200775790534,2.897105520140232,0.4063377676553368,0,116.0,2/4/2025,8,7024
training_set\images\image_00578.jpg,578,PASS,2.395338790388951,1.6616927492947962,0.3999450283187569,0,116.0,2/4/2025,9,7024
training_set\images\image_00579.jpg,579,PASS,1.5113086677007277,1.174635157453108,0.3357387269017109,0,116.0,2/4/2025,10,7024
training_set\images\image_00581.jpg,581,PASS,1.854145622805835,1.2618154153969263,0.1257140080254255,0,116.0,2/4/2025,11,7024
training_set\images\image_00582.jpg,582,FAIL,2.3639657857744614,1.4711897607909188,0.7426196692677891,0,116.0,2/4/2025,12,7024
training_set\images\image_00583.jpg,583,PASS,3.5454517963652306,1.873402580784004,1.612498824261027,0,116.0,2/4/2025,13,7024
training_set\images\image_00584.jpg,584,PASS,1.8726786830051827,1.549341580231456,0.4572637541030682,1,116.0,2/4/2025,14,7024
training_set\images\image_00585.jpg,585,PASS,2.3331402378875605,1.5273034857891237,0.4390090460837084,0,116.0,2/4/2025,1,7038
training_set\images\image_00586.jpg,586,PASS,1.916132978200164,1.3270902923552244,0.1042939230412121,1,116.0,2/4/2025,2,7038
training_set\images\image_00587.jpg,587,PASS,2.0731647219584595,1.3821630724797795,0.2860320469155997,0,116.0,2/4/2025,3,7038
training_set\images\image_00588.jpg,588,PASS,2.5247867007767537,1.801062296454351,0.1947206702467658,0,116.0,2/4/2025,4,7038
training_set\images\image_00589.jpg,589,PASS,2.6953751840477955,2.2980080794748123,0.4213867801592217,0,116.0,2/4/2025,5,7038
training_set\images\image_00590.jpg,590,PASS,2.3338469753248487,1.2888650712024792,0.420124123876882,0,116.0,2/4/2025,6,7038
training_set\images\image_00591.jpg,591,PASS,2.4892688673003653,1.3644236102569616,0.6707941320377793,0,116.0,2/4/2025,7,7038
training_set\images\image_00592.jpg,592,PASS,2.515975194881873,2.0533252117269933,0.4364215172322581,0,116.0,2/4/2025,8,7038
training_set\images\image_00593.jpg,593,PASS,3.597097625642804,2.2464022626138145,0.8584485493344514,0,116.0,2/4/2025,9,7038
training_set\images\image_00594.jpg,594,PASS,5.8307917719013895,2.926511452070152,2.95059681737703,0,116.0,2/4/2025,10,7038
training_set\images\image_00595.jpg,595,PASS,2.706309865006746,1.771170744473772,0.6264807896789573,1,116.0,2/4/2025,11,7038
training_set\images\image_00596.jpg,596,PASS,2.167625358267308,1.5689137242772384,0.3237777868029672,0,116.0,2/4/2025,12,7038
training_set\images\image_00597.jpg,597,PASS,2.327646941648404,1.1790563279516624,0.9631933821972978,0,116.0,2/4/2025,13,7038
training_set\images\image_00598.jpg,598,PASS,6.214120077952863,1.9734547248696728,4.4124994765895895,0,116.0,2/4/2025,14,7038
training_set\images\image_00599.jpg,599,PASS,2.465429319252124,1.2538397596620603,1.0683400422640472,0,116.0,2/4/2025,15,7038
training_set\images\image_00600.jpg,600,PASS,2.276484586229905,1.541111208209853,0.3549782380709556,0,116.0,2/4/2025,16,7038
training_set\images\image_00601.jpg,601,PASS,2.432978950959365,1.734332075063455,0.0990203243889809,0,116.0,2/4/2025,17,7038
training_set\images\image_00602.jpg,602,PASS,3.1040315402476,2.0461975353808253,0.280231410166345,0,116.0,2/4/2025,18,7038
training_set\images\image_00603.jpg,603,PASS,4.570284821090366,3.389334491889576,0.1894662040412171,0,116.0,2/4/2025,19,7038
training_set\images\image_00604.jpg,604,PASS,2.913225533316782,1.984339646339201,0.507920136189072,0,116.0,2/4/2025,20,7038
training_set\images\image_00605.jpg,605,PASS,3.0428183224446888,1.9126323393249465,0.3907442072816112,0,116.0,2/4/2025,21,7038
training_set\images\image_00606.jpg,606,PASS,3.532705532374942,2.360078179993208,0.2174755047421186,0,116.0,2/4/2025,22,7038
training_set\images\image_00607.jpg,607,PASS,3.635822142357775,1.808723106379581,0.8378913809289874,0,116.0,2/4/2025,23,7038
training_set\images\image_00608.jpg,608,PASS,3.628221691067847,2.2355892152099544,0.8431574113687259,0,116.0,2/4/2025,24,7038
training_set\images\image_00609.jpg,609,PASS,3.870923779617568,3.032429703990722,0.5765716988853611,0,116.0,2/4/2025,25,7038
training_set\images\image_00610.jpg,610,PASS,2.542067531776417,1.6388266058295775,0.7283960027569978,0,116.0,2/4/2025,26,7038
training_set\images\image_00611.jpg,611,PASS,3.4174947782423977,2.127353756056944,0.1618496164750822,0,116.0,2/4/2025,27,7038
training_set\images\image_00612.jpg,612,PASS,1.9607914982123047,1.359326634897652,0.5692897535782955,0,117.0,2/18/2025,1,6024
training_set\images\image_00613.jpg,613,PASS,2.4553801073271084,1.773559985465775,0.480063123022425,0,117.0,2/18/2025,2,6024
training_set\images\image_00614.jpg,614,PASS,1.5907735878900486,1.0514782032265313,0.2382803350664006,0,117.0,2/18/2025,3,6024
training_set\images\image_00615.jpg,615,PASS,2.314594263194621,1.8597562966289387,0.2188801543692489,1,117.0,2/18/2025,4,6024
